sample_date,site_id,comments,flags,ts_person,trapcount,arthropod_taxon_id,lt2mm,_2_5mm,_5_10mm,gt10mm,unsized
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,538,NULL,NULL,NULL,NULL,2
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,668,NULL,NULL,NULL,NULL,2
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,3,NULL,NULL,NULL,NULL,2
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,654,NULL,NULL,NULL,NULL,1
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,403,NULL,NULL,NULL,NULL,1
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,747,NULL,NULL,NULL,NULL,2
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,403,NULL,NULL,NULL,NULL,4
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,668,NULL,NULL,NULL,NULL,4
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,538,NULL,NULL,NULL,NULL,7
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,3,NULL,NULL,NULL,NULL,3
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,299,NULL,NULL,NULL,NULL,1
2012-04-26,19,"Water in all traps from rain the previous night and that morning.

",,2,5,747,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,722,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,664,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,551,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,403,NULL,NULL,NULL,NULL,3
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,668,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,46,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,531,NULL,NULL,NULL,NULL,4
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,58,NULL,1,NULL,NULL,NULL
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,461,NULL,NULL,1,NULL,NULL
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,531,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,722,NULL,NULL,NULL,NULL,3
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,538,NULL,NULL,NULL,NULL,9
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,668,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,3,NULL,NULL,NULL,NULL,7
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,245,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,265,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,403,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,164,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,538,NULL,NULL,NULL,NULL,9
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,210,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,3,NULL,NULL,NULL,NULL,7
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,245,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,664,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,286,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,783,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,403,NULL,NULL,NULL,NULL,3
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,210,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,617,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,503,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,403,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,675,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,538,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,62,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,123,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,164,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,424,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,403,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,722,NULL,NULL,NULL,NULL,1
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,538,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,3,NULL,NULL,NULL,NULL,2
2012-04-26,20,"Water in all traps from rain the previous night and that morning.

Preserved with 99% isopropyl alcohol and tap water.",,2,10,617,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,700,NULL,NULL,NULL,NULL,14
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,3,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,5
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,123,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,307,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,700,NULL,NULL,NULL,NULL,17
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,247,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,9
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,3,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,245,NULL,NULL,NULL,NULL,4
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,673,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,542,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,245,NULL,NULL,NULL,NULL,5
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,700,NULL,NULL,NULL,NULL,10
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,531,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,441,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,368,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,455,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,361,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,711,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,150,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,531,NULL,NULL,NULL,NULL,8
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,182,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,339,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,245,NULL,NULL,NULL,NULL,7
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,7
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,421,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,542,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,337,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,123,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,531,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,668,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,3,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,361,NULL,NULL,NULL,NULL,5
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,361,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,182,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,4
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,3,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,296,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,150,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,134,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,182,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,210,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,9
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,3,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,245,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,4
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,13,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,421,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,296,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,361,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,2
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,182,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,668,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,441,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,245,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,361,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,403,NULL,NULL,NULL,NULL,3
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,182,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,538,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,3,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,617,NULL,NULL,NULL,NULL,4
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,570,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,307,NULL,NULL,NULL,NULL,7
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,361,NULL,NULL,NULL,NULL,1
2012-04-27,13,"All traps had some water in them from rain the previous day.",,2,9,736,NULL,NULL,NULL,NULL,4
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,123,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,219,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,9
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,581,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,6
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,245,NULL,NULL,NULL,NULL,14
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,225,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,368,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,576,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,361,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,3
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,722,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,5
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,245,NULL,NULL,NULL,NULL,4
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,361,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,5
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,245,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,123,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,11
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,123,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,123,NULL,NULL,NULL,NULL,3
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,3
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,361,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,123,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,700,NULL,NULL,NULL,NULL,16
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,538,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,435,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,441,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,617,NULL,NULL,NULL,NULL,4
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,361,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,403,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,538,NULL,NULL,NULL,NULL,23
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,182,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,210,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,617,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,245,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,98,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",NULL,2,10,123,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,722,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,5
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,3
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,654,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,545,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,123,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,3
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,664,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,123,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,150,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,182,NULL,NULL,NULL,NULL,5
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,14
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,722,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,668,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,506,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,4
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,298,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,620,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,239,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,113,NULL,NULL,NULL,NULL,1
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,2
2012-04-27,14,"All traps had some water from the rain the previous day.",,2,10,617,NULL,NULL,NULL,NULL,6
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,3
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,545,NULL,NULL,NULL,NULL,2
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,441,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,2
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,506,NULL,NULL,NULL,NULL,2
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,700,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,545,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,2
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,164,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,546,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,10
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,546,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,3
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,470,NULL,NULL,NULL,NULL,2
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,403,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,538,NULL,NULL,NULL,NULL,2
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,3,NULL,NULL,NULL,NULL,1
2012-04-27,15,"All traps had some water or were dried and crusty from rain the previous day.",,2,10,545,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,123,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,617,NULL,NULL,NULL,NULL,4
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,332,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,3,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,617,NULL,NULL,NULL,NULL,4
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,403,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,219,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,441,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,581,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,361,NULL,NULL,NULL,NULL,2
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,403,NULL,NULL,NULL,NULL,9
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,538,NULL,NULL,NULL,NULL,2
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,3,NULL,NULL,NULL,NULL,3
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,617,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,361,NULL,NULL,NULL,NULL,4
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",,2,11,403,NULL,NULL,NULL,NULL,9
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",NULL,2,11,361,NULL,NULL,NULL,NULL,1
2012-04-27,16,"All traps had some water or were dried and crusty from rain the previous day.",NULL,2,11,403,NULL,NULL,NULL,NULL,1
